eventID,sampleID,measurementID,measurementType,measurementValue,measurementUnit,Unnamed: 6
MPO-OPANO-BOTTOMTRAWL-2010-09-24T16:45Z,MPO-OPANO-BOTTOMTRAWL-2010-98944,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05309,total weight,0.025418994,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-24T16:45Z,MPO-OPANO-BOTTOMTRAWL-2010-98946,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05311,total weight,0.039106145,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-24T21:12Z,MPO-OPANO-BOTTOMTRAWL-2010-98983,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05313,total weight,0.3724,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-24T21:12Z,MPO-OPANO-BOTTOMTRAWL-2010-98985,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05315,total weight,0.0042,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-24T21:12Z,MPO-OPANO-BOTTOMTRAWL-2010-98986,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05317,total weight,0.91,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-25T00:37Z,MPO-OPANO-BOTTOMTRAWL-2010-99022,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05319,total weight,0.022435897,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-25T04:02Z,MPO-OPANO-BOTTOMTRAWL-2010-99074,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05321,total weight,9.523480663,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-25T04:02Z,MPO-OPANO-BOTTOMTRAWL-2010-99076,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05323,total weight,0.003867403,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-25T12:46Z,MPO-OPANO-BOTTOMTRAWL-2010-99104,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05325,total weight,2.485795455,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-25T12:46Z,MPO-OPANO-BOTTOMTRAWL-2010-99106,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05327,total weight,0.003977273,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-25T12:46Z,MPO-OPANO-BOTTOMTRAWL-2010-99107,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05329,total weight,0.029829545,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-25T16:47Z,MPO-OPANO-BOTTOMTRAWL-2010-99140,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05331,total weight,0.112,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-25T16:47Z,MPO-OPANO-BOTTOMTRAWL-2010-99142,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05333,total weight,0.32,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-25T16:47Z,MPO-OPANO-BOTTOMTRAWL-2010-99143,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05335,total weight,0.003,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-25T20:23Z,MPO-OPANO-BOTTOMTRAWL-2010-99181,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05337,total weight,1.008984375,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-25T20:23Z,MPO-OPANO-BOTTOMTRAWL-2010-99183,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05339,total weight,0.13671875,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-25T23:02Z,MPO-OPANO-BOTTOMTRAWL-2010-99218,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05341,total weight,0.061403509,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-25T23:02Z,MPO-OPANO-BOTTOMTRAWL-2010-99220,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05343,total weight,0.046052632,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-26T03:47Z,MPO-OPANO-BOTTOMTRAWL-2010-99258,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05345,total weight,0.296153846,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-26T03:47Z,MPO-OPANO-BOTTOMTRAWL-2010-99260,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05347,total weight,0.032692308,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-26T06:43Z,MPO-OPANO-BOTTOMTRAWL-2010-99299,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05349,total weight,0.031284916,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-26T06:43Z,MPO-OPANO-BOTTOMTRAWL-2010-99301,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05351,total weight,0.003910615,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-26T09:36Z,MPO-OPANO-BOTTOMTRAWL-2010-99342,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05353,total weight,0.202,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-26T09:36Z,MPO-OPANO-BOTTOMTRAWL-2010-99344,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05355,total weight,0.01,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-26T09:36Z,MPO-OPANO-BOTTOMTRAWL-2010-99345,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05357,total weight,0.668,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-26T14:35Z,MPO-OPANO-BOTTOMTRAWL-2010-99366,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05359,total weight,0.048882682,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-26T14:35Z,MPO-OPANO-BOTTOMTRAWL-2010-99367,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05361,total weight,0.029329609,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-26T17:41Z,MPO-OPANO-BOTTOMTRAWL-2010-99404,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05363,total weight,0.14,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-26T17:41Z,MPO-OPANO-BOTTOMTRAWL-2010-99407,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05365,total weight,0.006,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-26T17:41Z,MPO-OPANO-BOTTOMTRAWL-2010-99408,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05367,total weight,0.025,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-26T20:29Z,MPO-OPANO-BOTTOMTRAWL-2010-99442,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05369,total weight,0.137640449,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-26T22:53Z,MPO-OPANO-BOTTOMTRAWL-2010-99474,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05371,total weight,0.206,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-26T22:53Z,MPO-OPANO-BOTTOMTRAWL-2010-99476,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05373,total weight,0.017,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-27T03:33Z,MPO-OPANO-BOTTOMTRAWL-2010-99520,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05375,total weight,0.149293785,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-27T03:33Z,MPO-OPANO-BOTTOMTRAWL-2010-99522,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05377,total weight,0.013841808,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-27T07:20Z,MPO-OPANO-BOTTOMTRAWL-2010-99564,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05379,total weight,0.044241573,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-27T07:20Z,MPO-OPANO-BOTTOMTRAWL-2010-99566,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05381,total weight,0.198595506,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-27T07:20Z,MPO-OPANO-BOTTOMTRAWL-2010-99567,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05383,total weight,1.120786517,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-27T10:12Z,MPO-OPANO-BOTTOMTRAWL-2010-99595,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05385,total weight,0.471306818,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-27T10:12Z,MPO-OPANO-BOTTOMTRAWL-2010-99597,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05387,total weight,0.007954545,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-27T16:32Z,MPO-OPANO-BOTTOMTRAWL-2010-99656,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05389,total weight,0.094915254,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-27T21:42Z,MPO-OPANO-BOTTOMTRAWL-2010-99694,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05391,total weight,0.003387097,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-27T21:42Z,MPO-OPANO-BOTTOMTRAWL-2010-99697,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05393,total weight,0.047419355,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-28T01:23Z,MPO-OPANO-BOTTOMTRAWL-2010-99734,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05395,total weight,0.856,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-28T01:23Z,MPO-OPANO-BOTTOMTRAWL-2010-99736,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05397,total weight,1.42,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-28T04:27Z,MPO-OPANO-BOTTOMTRAWL-2010-99772,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05399,total weight,0.25545977,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-28T04:27Z,MPO-OPANO-BOTTOMTRAWL-2010-99773,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05401,total weight,0.026149425,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-28T04:27Z,MPO-OPANO-BOTTOMTRAWL-2010-99774,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05403,total weight,0.056321839,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-28T07:43Z,MPO-OPANO-BOTTOMTRAWL-2010-99801,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05405,total weight,0.007954545,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-28T07:43Z,MPO-OPANO-BOTTOMTRAWL-2010-99802,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05407,total weight,0.025852273,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-28T07:43Z,MPO-OPANO-BOTTOMTRAWL-2010-99804,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05409,total weight,0.091477273,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-28T10:01Z,MPO-OPANO-BOTTOMTRAWL-2010-99827,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05411,total weight,0.001988636,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-28T10:01Z,MPO-OPANO-BOTTOMTRAWL-2010-99829,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05413,total weight,0.025852273,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-28T15:41Z,MPO-OPANO-BOTTOMTRAWL-2010-99865,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05415,total weight,0.125842697,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-28T15:41Z,MPO-OPANO-BOTTOMTRAWL-2010-99866,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05417,total weight,0.137640449,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-28T18:31Z,MPO-OPANO-BOTTOMTRAWL-2010-99895,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05419,total weight,0.160335196,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-28T21:06Z,MPO-OPANO-BOTTOMTRAWL-2010-99932,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05421,total weight,0.021751412,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-28T21:06Z,MPO-OPANO-BOTTOMTRAWL-2010-99935,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05423,total weight,0.000988701,kg,
MPO-OPANO-BOTTOMTRAWL-2010-09-28T21:06Z,MPO-OPANO-BOTTOMTRAWL-2010-99936,MPO-OPANO-BOTTOMTRAWL-2010-OTHER-05425,total weight,0.108757062,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-12T22:15Z,MPO-OPANO-BOTTOMTRAWL-2011-100024,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05427,total weight,0.002023121,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-12T22:15Z,MPO-OPANO-BOTTOMTRAWL-2011-100025,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05429,total weight,0.001011561,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-13T04:40Z,MPO-OPANO-BOTTOMTRAWL-2011-100060,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05431,total weight,0.017097701,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-13T04:40Z,MPO-OPANO-BOTTOMTRAWL-2011-100061,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05433,total weight,0.112643678,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-13T07:08Z,MPO-OPANO-BOTTOMTRAWL-2011-100075,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05435,total weight,0.00491573,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-13T07:08Z,MPO-OPANO-BOTTOMTRAWL-2011-100076,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05437,total weight,0.006882022,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-13T10:31Z,MPO-OPANO-BOTTOMTRAWL-2011-100093,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05439,total weight,0.068055556,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-13T14:05Z,MPO-OPANO-BOTTOMTRAWL-2011-100110,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05441,total weight,0.02875,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-13T19:42Z,MPO-OPANO-BOTTOMTRAWL-2011-100146,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05443,total weight,0.125,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-13T19:42Z,MPO-OPANO-BOTTOMTRAWL-2011-100148,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05445,total weight,0.018181818,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-14T02:05Z,MPO-OPANO-BOTTOMTRAWL-2011-100193,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05447,total weight,0.057022472,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-14T05:04Z,MPO-OPANO-BOTTOMTRAWL-2011-100220,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05449,total weight,0.023333333,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-14T07:52Z,MPO-OPANO-BOTTOMTRAWL-2011-100241,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05451,total weight,0.027374302,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-14T12:32Z,MPO-OPANO-BOTTOMTRAWL-2011-100273,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05453,total weight,0.003932584,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-14T15:23Z,MPO-OPANO-BOTTOMTRAWL-2011-100295,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05455,total weight,0.0175,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-14T15:23Z,MPO-OPANO-BOTTOMTRAWL-2011-100297,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05457,total weight,0.013125,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-14T18:40Z,MPO-OPANO-BOTTOMTRAWL-2011-100335,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05459,total weight,0.047457627,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-14T21:25Z,MPO-OPANO-BOTTOMTRAWL-2011-100370,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05461,total weight,0.020114943,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-14T21:25Z,MPO-OPANO-BOTTOMTRAWL-2011-100371,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05463,total weight,0.138793103,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-15T03:23Z,MPO-OPANO-BOTTOMTRAWL-2011-100445,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05465,total weight,0.389117647,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-15T03:23Z,MPO-OPANO-BOTTOMTRAWL-2011-100447,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05467,total weight,0.504411765,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-15T06:47Z,MPO-OPANO-BOTTOMTRAWL-2011-100482,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05469,total weight,0.57,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-15T08:51Z,MPO-OPANO-BOTTOMTRAWL-2011-100522,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05471,total weight,3.058943089,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-15T11:31Z,MPO-OPANO-BOTTOMTRAWL-2011-100558,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05473,total weight,0.716,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-15T18:29Z,MPO-OPANO-BOTTOMTRAWL-2011-100613,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05475,total weight,0.004666667,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-15T21:15Z,MPO-OPANO-BOTTOMTRAWL-2011-100661,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05477,total weight,1.073863636,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-15T21:15Z,MPO-OPANO-BOTTOMTRAWL-2011-100663,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05479,total weight,0.216761364,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-15T21:15Z,MPO-OPANO-BOTTOMTRAWL-2011-100664,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05481,total weight,7.497159091,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-16T03:18Z,MPO-OPANO-BOTTOMTRAWL-2011-100710,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05483,total weight,0.034801136,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-16T03:18Z,MPO-OPANO-BOTTOMTRAWL-2011-100712,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05485,total weight,2.684659091,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-16T07:15Z,MPO-OPANO-BOTTOMTRAWL-2011-100748,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05487,total weight,4.544034091,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-16T09:41Z,MPO-OPANO-BOTTOMTRAWL-2011-100786,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05489,total weight,2.245833333,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-16T09:41Z,MPO-OPANO-BOTTOMTRAWL-2011-100788,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05491,total weight,0.003888889,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-17T06:14Z,MPO-OPANO-BOTTOMTRAWL-2011-100818,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05493,total weight,0.13125,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-17T08:39Z,MPO-OPANO-BOTTOMTRAWL-2011-100842,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05495,total weight,0.072115385,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-17T11:00Z,MPO-OPANO-BOTTOMTRAWL-2011-100861,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05497,total weight,0.004046243,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-17T14:00Z,MPO-OPANO-BOTTOMTRAWL-2011-100887,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05499,total weight,0.265588235,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-17T18:10Z,MPO-OPANO-BOTTOMTRAWL-2011-100947,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05501,total weight,0.524,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-17T23:10Z,MPO-OPANO-BOTTOMTRAWL-2011-100975,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05503,total weight,0.216176471,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-18T02:45Z,MPO-OPANO-BOTTOMTRAWL-2011-101007,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05505,total weight,0.733955224,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-18T02:45Z,MPO-OPANO-BOTTOMTRAWL-2011-101009,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05507,total weight,0.655597015,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-18T04:50Z,MPO-OPANO-BOTTOMTRAWL-2011-101050,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05509,total weight,2.177556818,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-18T04:50Z,MPO-OPANO-BOTTOMTRAWL-2011-101051,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05511,total weight,0.022869318,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-18T09:17Z,MPO-OPANO-BOTTOMTRAWL-2011-101085,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05513,total weight,0.001977401,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-18T09:17Z,MPO-OPANO-BOTTOMTRAWL-2011-101087,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05515,total weight,0.12259887,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-18T10:47Z,MPO-OPANO-BOTTOMTRAWL-2011-101106,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05517,total weight,0.012,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-18T12:12Z,MPO-OPANO-BOTTOMTRAWL-2011-101135,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05519,total weight,0.168,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-18T14:19Z,MPO-OPANO-BOTTOMTRAWL-2011-101162,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05521,total weight,0.046802326,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-18T16:52Z,MPO-OPANO-BOTTOMTRAWL-2011-101193,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05523,total weight,0.079096045,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-18T16:52Z,MPO-OPANO-BOTTOMTRAWL-2011-101195,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05525,total weight,0.01779661,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-18T19:00Z,MPO-OPANO-BOTTOMTRAWL-2011-101216,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05527,total weight,0.12173913,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-18T19:00Z,MPO-OPANO-BOTTOMTRAWL-2011-101217,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05529,total weight,0.033478261,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-18T21:00Z,MPO-OPANO-BOTTOMTRAWL-2011-101248,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05531,total weight,0.082352941,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-18T21:00Z,MPO-OPANO-BOTTOMTRAWL-2011-101250,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05533,total weight,0.003431373,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-18T23:53Z,MPO-OPANO-BOTTOMTRAWL-2011-101288,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05535,total weight,0.022,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-19T03:53Z,MPO-OPANO-BOTTOMTRAWL-2011-101314,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05537,total weight,0.951176471,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-19T03:53Z,MPO-OPANO-BOTTOMTRAWL-2011-101316,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05539,total weight,9.892647059,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-19T03:53Z,MPO-OPANO-BOTTOMTRAWL-2011-101317,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05541,total weight,0.259411765,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-19T06:16Z,MPO-OPANO-BOTTOMTRAWL-2011-101352,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05543,total weight,0.286363636,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-19T06:16Z,MPO-OPANO-BOTTOMTRAWL-2011-101353,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05545,total weight,0.019886364,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-19T08:35Z,MPO-OPANO-BOTTOMTRAWL-2011-101372,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05547,total weight,1.223011364,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-19T08:35Z,MPO-OPANO-BOTTOMTRAWL-2011-101373,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05549,total weight,0.292329545,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-19T10:43Z,MPO-OPANO-BOTTOMTRAWL-2011-101403,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05551,total weight,0.023595506,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-19T10:43Z,MPO-OPANO-BOTTOMTRAWL-2011-101406,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05553,total weight,0.066853933,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-19T10:43Z,MPO-OPANO-BOTTOMTRAWL-2011-101407,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05555,total weight,0.173033708,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-19T14:24Z,MPO-OPANO-BOTTOMTRAWL-2011-101433,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05557,total weight,0.161079545,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-19T14:24Z,MPO-OPANO-BOTTOMTRAWL-2011-101435,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05559,total weight,0.413636364,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-19T14:24Z,MPO-OPANO-BOTTOMTRAWL-2011-101436,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05561,total weight,0.578693182,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-19T17:33Z,MPO-OPANO-BOTTOMTRAWL-2011-101470,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05563,total weight,4.424715909,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-19T17:33Z,MPO-OPANO-BOTTOMTRAWL-2011-101471,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05565,total weight,0.328125,kg,
MPO-OPANO-BOTTOMTRAWL-2011-09-19T20:22Z,MPO-OPANO-BOTTOMTRAWL-2011-101492,MPO-OPANO-BOTTOMTRAWL-2011-OTHER-05567,total weight,0.018679775,kg,
