eventID,sampleID,measurementID,measurementType,measurementValue,measurementUnit,Unnamed: 6
MPO-OPANO-BOTTOMTRAWL-1999-09-16T03:01Z,MPO-OPANO-BOTTOMTRAWL-1999-48777,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01167,total weight,0.956284153,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-16T11:47Z,MPO-OPANO-BOTTOMTRAWL-1999-48884,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01169,total weight,1.988636364,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-18T20:52Z,MPO-OPANO-BOTTOMTRAWL-1999-48959,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01171,total weight,1.778846154,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-18T23:19Z,MPO-OPANO-BOTTOMTRAWL-1999-48987,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01173,total weight,1.029411765,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-19T01:34Z,MPO-OPANO-BOTTOMTRAWL-1999-49015,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01175,total weight,6.701704545,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-19T04:06Z,MPO-OPANO-BOTTOMTRAWL-1999-49040,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01177,total weight,9.534482759,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-19T07:01Z,MPO-OPANO-BOTTOMTRAWL-1999-49072,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01179,total weight,20.54775281,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-19T09:08Z,MPO-OPANO-BOTTOMTRAWL-1999-49104,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01181,total weight,14.19444444,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-19T13:35Z,MPO-OPANO-BOTTOMTRAWL-1999-49126,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01183,total weight,3.733333333,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-19T16:25Z,MPO-OPANO-BOTTOMTRAWL-1999-49142,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01185,total weight,1.840517241,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-19T16:25Z,MPO-OPANO-BOTTOMTRAWL-1999-49144,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01187,total weight,0.512931034,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-19T18:26Z,MPO-OPANO-BOTTOMTRAWL-1999-49163,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01189,total weight,1.808659218,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-19T20:39Z,MPO-OPANO-BOTTOMTRAWL-1999-49189,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01191,total weight,2.3,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-19T22:34Z,MPO-OPANO-BOTTOMTRAWL-1999-49210,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01193,total weight,0.884615385,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-20T03:36Z,MPO-OPANO-BOTTOMTRAWL-1999-49262,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01195,total weight,1.7,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-20T06:50Z,MPO-OPANO-BOTTOMTRAWL-1999-49287,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01197,total weight,3.755617978,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-20T08:40Z,MPO-OPANO-BOTTOMTRAWL-1999-49316,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01199,total weight,0.320833333,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-20T10:59Z,MPO-OPANO-BOTTOMTRAWL-1999-49339,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01201,total weight,1.05,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-20T19:14Z,MPO-OPANO-BOTTOMTRAWL-1999-49388,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01203,total weight,3.480555556,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-20T19:14Z,MPO-OPANO-BOTTOMTRAWL-1999-49389,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01205,total weight,1.681944444,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-20T21:48Z,MPO-OPANO-BOTTOMTRAWL-1999-49419,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01207,total weight,0.300295858,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-20T23:55Z,MPO-OPANO-BOTTOMTRAWL-1999-49448,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01209,total weight,0.96,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-20T23:55Z,MPO-OPANO-BOTTOMTRAWL-1999-49449,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01211,total weight,1.08,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-21T02:32Z,MPO-OPANO-BOTTOMTRAWL-1999-49479,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01213,total weight,0.568502825,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-21T11:26Z,MPO-OPANO-BOTTOMTRAWL-1999-49520,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01215,total weight,4.977777778,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-21T14:30Z,MPO-OPANO-BOTTOMTRAWL-1999-49534,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01217,total weight,0.492816092,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-21T18:47Z,MPO-OPANO-BOTTOMTRAWL-1999-49577,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01219,total weight,0.356104651,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-21T20:51Z,MPO-OPANO-BOTTOMTRAWL-1999-49612,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01221,total weight,0.319060773,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-21T22:56Z,MPO-OPANO-BOTTOMTRAWL-1999-49638,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01223,total weight,0.849710983,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-22T05:37Z,MPO-OPANO-BOTTOMTRAWL-1999-49703,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01225,total weight,0.316384181,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-22T05:37Z,MPO-OPANO-BOTTOMTRAWL-1999-49704,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01227,total weight,0.316384181,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-22T13:53Z,MPO-OPANO-BOTTOMTRAWL-1999-49773,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01229,total weight,0.317251462,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-23T11:29Z,MPO-OPANO-BOTTOMTRAWL-1999-49964,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01231,total weight,6.302447552,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-23T18:07Z,MPO-OPANO-BOTTOMTRAWL-1999-50017,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01233,total weight,0.920520231,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-24T05:08Z,MPO-OPANO-BOTTOMTRAWL-1999-50090,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01235,total weight,0.150694444,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-24T11:57Z,MPO-OPANO-BOTTOMTRAWL-1999-50163,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01237,total weight,1.769886364,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-24T14:30Z,MPO-OPANO-BOTTOMTRAWL-1999-50183,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01239,total weight,0.490606936,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-24T18:53Z,MPO-OPANO-BOTTOMTRAWL-1999-50227,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01241,total weight,1.60755814,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-25T11:51Z,MPO-OPANO-BOTTOMTRAWL-1999-50383,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01243,total weight,1.172972973,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-25T14:34Z,MPO-OPANO-BOTTOMTRAWL-1999-50403,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01245,total weight,2.028409091,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-25T21:40Z,MPO-OPANO-BOTTOMTRAWL-1999-50501,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01247,total weight,2.386363636,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-25T23:00Z,MPO-OPANO-BOTTOMTRAWL-1999-50530,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01249,total weight,0.457848837,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-26T15:49Z,MPO-OPANO-BOTTOMTRAWL-1999-50712,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01251,total weight,2.290575916,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-26T21:17Z,MPO-OPANO-BOTTOMTRAWL-1999-50760,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01253,total weight,1.967514124,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-26T23:34Z,MPO-OPANO-BOTTOMTRAWL-1999-50787,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01255,total weight,1.029411765,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-28T20:00Z,MPO-OPANO-BOTTOMTRAWL-1999-51254,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01257,total weight,0.930635838,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-28T23:43Z,MPO-OPANO-BOTTOMTRAWL-1999-51288,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01259,total weight,16.32681564,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-29T06:32Z,MPO-OPANO-BOTTOMTRAWL-1999-51332,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01261,total weight,13.76404494,kg,
MPO-OPANO-BOTTOMTRAWL-1999-09-29T12:23Z,MPO-OPANO-BOTTOMTRAWL-1999-51379,MPO-OPANO-BOTTOMTRAWL-1999-OTHER-01263,total weight,0.421875,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-05T18:32Z,MPO-OPANO-BOTTOMTRAWL-2000-51445,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01265,total weight,1.778532609,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-06T05:37Z,MPO-OPANO-BOTTOMTRAWL-2000-51547,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01267,total weight,1.458333333,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-06T17:01Z,MPO-OPANO-BOTTOMTRAWL-2000-51658,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01269,total weight,1.09375,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-06T18:15Z,MPO-OPANO-BOTTOMTRAWL-2000-51671,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01271,total weight,1.025,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-06T20:38Z,MPO-OPANO-BOTTOMTRAWL-2000-51694,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01273,total weight,1.944444444,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-07T00:31Z,MPO-OPANO-BOTTOMTRAWL-2000-51723,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01275,total weight,2.07748538,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-07T07:06Z,MPO-OPANO-BOTTOMTRAWL-2000-51768,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01277,total weight,0.972222222,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-07T08:54Z,MPO-OPANO-BOTTOMTRAWL-2000-51786,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01279,total weight,0.486111111,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-07T17:17Z,MPO-OPANO-BOTTOMTRAWL-2000-51843,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01281,total weight,2.058823529,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-07T19:28Z,MPO-OPANO-BOTTOMTRAWL-2000-51863,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01283,total weight,18.86111111,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-07T21:13Z,MPO-OPANO-BOTTOMTRAWL-2000-51881,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01285,total weight,0.546875,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-08T04:17Z,MPO-OPANO-BOTTOMTRAWL-2000-51944,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01287,total weight,3.33,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-08T09:44Z,MPO-OPANO-BOTTOMTRAWL-2000-51998,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01289,total weight,0.381818182,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-08T15:11Z,MPO-OPANO-BOTTOMTRAWL-2000-52036,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01291,total weight,0.667372881,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-09T03:35Z,MPO-OPANO-BOTTOMTRAWL-2000-52154,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01293,total weight,1.75,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-09T22:29Z,MPO-OPANO-BOTTOMTRAWL-2000-52306,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01295,total weight,22.27272727,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-10T00:41Z,MPO-OPANO-BOTTOMTRAWL-2000-52326,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01297,total weight,7.089488636,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-11T13:15Z,MPO-OPANO-BOTTOMTRAWL-2000-52582,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01299,total weight,2.644886364,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-11T15:58Z,MPO-OPANO-BOTTOMTRAWL-2000-52606,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01301,total weight,0.447674419,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-11T22:15Z,MPO-OPANO-BOTTOMTRAWL-2000-52665,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01303,total weight,5.804166667,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-12T15:47Z,MPO-OPANO-BOTTOMTRAWL-2000-52745,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01305,total weight,4.302083333,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-12T17:52Z,MPO-OPANO-BOTTOMTRAWL-2000-52760,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01307,total weight,5.021153846,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-13T00:04Z,MPO-OPANO-BOTTOMTRAWL-2000-52805,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01309,total weight,1.641242938,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-13T13:28Z,MPO-OPANO-BOTTOMTRAWL-2000-52937,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01311,total weight,8.495639535,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-14T10:54Z,MPO-OPANO-BOTTOMTRAWL-2000-53128,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01313,total weight,1.005747126,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-14T13:08Z,MPO-OPANO-BOTTOMTRAWL-2000-53151,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01315,total weight,0.772346369,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-14T23:06Z,MPO-OPANO-BOTTOMTRAWL-2000-53254,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01317,total weight,0.134232955,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-15T23:52Z,MPO-OPANO-BOTTOMTRAWL-2000-53444,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01319,total weight,0.691616766,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-17T09:33Z,MPO-OPANO-BOTTOMTRAWL-2000-53689,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01321,total weight,0.205882353,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-17T13:52Z,MPO-OPANO-BOTTOMTRAWL-2000-53734,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01323,total weight,0.080065359,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-20T20:34Z,MPO-OPANO-BOTTOMTRAWL-2000-53766,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01325,total weight,1.966176471,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-21T02:30Z,MPO-OPANO-BOTTOMTRAWL-2000-53822,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01327,total weight,0.972222222,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-21T06:19Z,MPO-OPANO-BOTTOMTRAWL-2000-53856,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01329,total weight,0.291666667,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-21T06:19Z,MPO-OPANO-BOTTOMTRAWL-2000-53858,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01331,total weight,0.972222222,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-21T18:06Z,MPO-OPANO-BOTTOMTRAWL-2000-53953,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01333,total weight,7,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-21T20:49Z,MPO-OPANO-BOTTOMTRAWL-2000-53975,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01335,total weight,2.370454545,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-21T22:15Z,MPO-OPANO-BOTTOMTRAWL-2000-54001,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01337,total weight,0.121527778,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-22T07:52Z,MPO-OPANO-BOTTOMTRAWL-2000-54107,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01339,total weight,2.058823529,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-22T10:30Z,MPO-OPANO-BOTTOMTRAWL-2000-54130,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01341,total weight,1.633333333,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-22T12:22Z,MPO-OPANO-BOTTOMTRAWL-2000-54156,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01343,total weight,15.34916201,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-22T15:03Z,MPO-OPANO-BOTTOMTRAWL-2000-54185,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01345,total weight,17.30113636,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-22T16:56Z,MPO-OPANO-BOTTOMTRAWL-2000-54213,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01347,total weight,8.954166667,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-22T20:37Z,MPO-OPANO-BOTTOMTRAWL-2000-54232,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01349,total weight,2.058823529,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-22T20:37Z,MPO-OPANO-BOTTOMTRAWL-2000-54234,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01351,total weight,0.926470588,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-22T23:18Z,MPO-OPANO-BOTTOMTRAWL-2000-54260,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01353,total weight,1.692622951,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-23T01:18Z,MPO-OPANO-BOTTOMTRAWL-2000-54283,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01355,total weight,0.326666667,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-23T04:49Z,MPO-OPANO-BOTTOMTRAWL-2000-54338,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01357,total weight,11.95833333,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-23T04:49Z,MPO-OPANO-BOTTOMTRAWL-2000-54339,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01359,total weight,0.456944444,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-23T07:08Z,MPO-OPANO-BOTTOMTRAWL-2000-54363,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01361,total weight,1.389705882,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-23T15:52Z,MPO-OPANO-BOTTOMTRAWL-2000-54442,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01363,total weight,0.460526316,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-23T22:16Z,MPO-OPANO-BOTTOMTRAWL-2000-54505,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01365,total weight,1.472058824,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-24T03:30Z,MPO-OPANO-BOTTOMTRAWL-2000-54550,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01367,total weight,0.724137931,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-24T12:02Z,MPO-OPANO-BOTTOMTRAWL-2000-54603,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01369,total weight,1.43699187,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-24T13:20Z,MPO-OPANO-BOTTOMTRAWL-2000-54626,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01371,total weight,0.977653631,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-24T13:20Z,MPO-OPANO-BOTTOMTRAWL-2000-54627,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01373,total weight,1.437150838,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-24T15:12Z,MPO-OPANO-BOTTOMTRAWL-2000-54641,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01375,total weight,0.201149425,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-24T17:35Z,MPO-OPANO-BOTTOMTRAWL-2000-54657,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01377,total weight,0.185294118,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-24T23:09Z,MPO-OPANO-BOTTOMTRAWL-2000-54721,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01379,total weight,0.639044944,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-25T06:26Z,MPO-OPANO-BOTTOMTRAWL-2000-54791,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01381,total weight,4.004411765,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-25T08:40Z,MPO-OPANO-BOTTOMTRAWL-2000-54807,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01383,total weight,0.719444444,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-25T12:39Z,MPO-OPANO-BOTTOMTRAWL-2000-54819,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01385,total weight,0.588235294,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-25T13:57Z,MPO-OPANO-BOTTOMTRAWL-2000-54836,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01387,total weight,0.724852071,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-25T18:08Z,MPO-OPANO-BOTTOMTRAWL-2000-54852,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01389,total weight,1.604166667,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-25T18:08Z,MPO-OPANO-BOTTOMTRAWL-2000-54853,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01391,total weight,0.488541667,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-25T21:44Z,MPO-OPANO-BOTTOMTRAWL-2000-54873,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01393,total weight,1.625,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-25T21:44Z,MPO-OPANO-BOTTOMTRAWL-2000-54874,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01395,total weight,3.75,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-26T01:02Z,MPO-OPANO-BOTTOMTRAWL-2000-54891,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01397,total weight,0.206692913,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-26T14:57Z,MPO-OPANO-BOTTOMTRAWL-2000-54999,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01399,total weight,1.202380952,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-26T19:07Z,MPO-OPANO-BOTTOMTRAWL-2000-55045,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01401,total weight,1.75,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-26T21:12Z,MPO-OPANO-BOTTOMTRAWL-2000-55066,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01403,total weight,0.456944444,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-27T00:44Z,MPO-OPANO-BOTTOMTRAWL-2000-55103,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01405,total weight,0.323699422,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-27T03:50Z,MPO-OPANO-BOTTOMTRAWL-2000-55141,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01407,total weight,0.288235294,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-27T11:24Z,MPO-OPANO-BOTTOMTRAWL-2000-55186,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01409,total weight,0.336158192,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-27T16:36Z,MPO-OPANO-BOTTOMTRAWL-2000-55236,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01411,total weight,0.248579545,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-27T19:27Z,MPO-OPANO-BOTTOMTRAWL-2000-55256,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01413,total weight,0.245,kg,
MPO-OPANO-BOTTOMTRAWL-2000-09-27T23:00Z,MPO-OPANO-BOTTOMTRAWL-2000-55300,MPO-OPANO-BOTTOMTRAWL-2000-OTHER-01415,total weight,2.1,kg,
MPO-OPANO-BOTTOMTRAWL-2001-09-04T22:07Z,MPO-OPANO-BOTTOMTRAWL-2001-55402,MPO-OPANO-BOTTOMTRAWL-2001-OTHER-01417,total weight,0.24609375,kg,
MPO-OPANO-BOTTOMTRAWL-2001-09-05T00:43Z,MPO-OPANO-BOTTOMTRAWL-2001-55424,MPO-OPANO-BOTTOMTRAWL-2001-OTHER-01419,total weight,1.297916667,kg,
MPO-OPANO-BOTTOMTRAWL-2001-09-14T20:27Z,MPO-OPANO-BOTTOMTRAWL-2001-55707,MPO-OPANO-BOTTOMTRAWL-2001-OTHER-01421,total weight,132.7247191,kg,
MPO-OPANO-BOTTOMTRAWL-2001-09-15T03:58Z,MPO-OPANO-BOTTOMTRAWL-2001-55751,MPO-OPANO-BOTTOMTRAWL-2001-OTHER-01423,total weight,0.098870056,kg,
MPO-OPANO-BOTTOMTRAWL-2001-09-15T03:58Z,MPO-OPANO-BOTTOMTRAWL-2001-55753,MPO-OPANO-BOTTOMTRAWL-2001-OTHER-01425,total weight,0.415254237,kg,
